timestamp,symbol,signal_type,direction,entry_price,exit_price,quantity,stop_loss,trailing_stop,target,confidence,reasoning,pnl,mode,market_regime,sector_regime,mtf_3m,mtf_15m,mtf_1h
2026-06-03 11:19:01,HINDALCO,ENTRY-SHORT,SELL,1132.50,,1,1149.49,1136.30,1098.52,85,"1. VIABILITY: Price (1132.5) is below VWAP (1143.28), RSI (36.64) > 30, ADX (51.71) > 18 → SELL rules met. 2. VOLUME: Volume ratio 0.57, ADX > 22 and price below VWAP+SMA20 (1134.18) indicates trending, so vol >= 0.5 is acceptable. 3. CANDLES: Last 5 candles show a slight downtrend with lower highs and lows, latest candle is a small bullish inside bar but overall bearish structure supports SELL. 4. MTF: 3-min bearish, 15-min bearish (price below SMA20), alignment confirms bearish bias. 5. KRONOS: Forecast predicts a slight decline (-0.12%) over next 10 candles, supporting SELL. 6. R:R: ATR% is 0.17% (1.9/1132.5), SL at 1.5x ATR% = 0.25%, target at 2x SL = 0.5%, feasible. 7. CONFIDENCE: All steps confirmed, Nifty bearish and sector neutral, no critical violations, confidence set to 85. | Kronos: ratio=1.13 ALIGN range=0.26%",,LIVE,BEARISH,NIFTY METAL=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:19:47,ULTRACEMCO,ENTRY-SHORT,SELL,11057.00,,1,11072.48,11090.28,11007.24,85,"1. VIABILITY: Price (11057) is below VWAP (11115.96), RSI (34.11) > 30, ADX (42.9) > 18 → SELL rules met. 2. VOLUME: Volume spike 1.9 > 1.2, strong for breakout/continuation. 3. CANDLES: Last 5 candles show consistent lower highs/lows, bearish momentum. 4. MTF: 3-min bearish, 15-min bearish (price at SMA20, RSI 50, ADX 20), alignment supports SELL. 5. KRONOS: Forecast predicts further decline (-0.02% over 10 candles), supports SELL. 6. R:R: ATR 16.64 (0.15%), SL at 1.5x ATR = 0.225% (25 pts), target 2x SL = 0.45% (50 pts), feasible. 7. CONFIDENCE: All steps confirmed, Nifty bearish supports SELL, MFI 22 not extreme, confidence 85. | Kronos: ratio=1.11 ALIGN range=0.13%",,LIVE,BEARISH,NIFTY INFRA=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:31:24,TITAN,CLOSED,SELL,4008.60,4034.40,1,4050.69,4022.66,3924.42,85,"1. VIABILITY: Price (4008.6) is below VWAP (4036.98), RSI (33.79) > 30, ADX (32.03) > 18. All SELL conditions met. 2. VOLUME: Volume ratio 0.59, ADX > 22 and price below VWAP+SMA20 (4016.6) indicates trending market, so volume >= 0.5 is acceptable. 3. CANDLES: Last 5 candles show consistent lower highs and lower lows, with latest candle bearish (close near low). Price moving with SELL signal. 4. MTF: 3-min bearish, 15-min bearish (price below SMA20). Alignment supports SELL. 5. KRONOS: Forecast predicts slight decline (-0.11%), supporting SELL. 6. R:R: ATR is 7.03 (0.175%). SL at 1.5x ATR = 1.05% (approx 42 points), target 2x SL = 2.1% (approx 84 points). Feasible. 7. CONFIDENCE: All steps confirmed, high confidence. Nifty bearish trend further supports SELL. MFI not extreme. Confidence 85. | Kronos: ratio=1.20 ALIGN range=0.23%",-27.00,LIVE,BEARISH,NIFTY CONSUMER DURABLES=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:32:36,GRASIM,ENTRY-SHORT,SELL,3063.10,,1,3109.05,3073.64,2971.21,85,"1. VIABILITY: Price (3063.1) is below VWAP (3078.38), RSI (36.64) > 30, ADX (45.09) > 18 → SELL rules met. 2. VOLUME: Volume ratio 1.71 > 1.2, strong for breakout/reversal. 3. CANDLES: Last 5 candles show bearish momentum with a strong bearish latest candle (body/range 75%) and price declining from 3073 to 3063. 4. MTF: 3-min BEARISH, 15-min BEARISH (price below SMA20), alignment supports SELL. 5. KRONOS: Forecast predicts slight decline (-0.07% immediate, flat overall), supportive. 6. R:R: ATR% = 5.27/3063.1 ≈ 0.17%, SL at 1.5x ATR% ≈ 0.26% (stop loss ~3071), target 2x SL ≈ 0.52% (target ~3047), achievable. 7. CONFIDENCE: All steps confirmed, Nifty bearish supports SELL, no critical violations. Confidence 85. | Kronos: ratio=1.12 ALIGN range=0.21%",,LIVE,BEARISH,NIFTY INFRA=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:50:34,TCS,CLOSED,SELL,2246.90,2236.70,1,2251.39,2257.98,2230.27,85,"1. VIABILITY: Price (2246.9) is below VWAP (2285.7), RSI (35.46) > 30, ADX (56.12) > 18. All SELL rules pass. 2. VOLUME: Volume ratio 0.95, trending market (ADX>22, price below VWAP+SMA20), vol>=0.5 ok. 3. CANDLES: Last 5 candles show consistent lower highs and bearish latest candle (86% bearish body), supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH, alignment confirms. 5. KRONOS: Forecast predicts tight range with slight downside (-0.17%), supports SELL. 6. R:R: ATR% = 5.54/2246.9 = 0.247%, SL at 1.5x ATR% = 0.37%, target 2x SL = 0.74%, feasible. 7. CONFIDENCE: All steps confirmed, Nifty bearish supports SELL, NIFTY IT bullish but high volatility, overall confidence 85. | Kronos: ratio=0.98 CONFLICT range=0.04%",6.90,LIVE,BEARISH,NIFTY IT=BULLISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:51:23,ADANIPORTS,ENTRY-SHORT,SELL,1790.10,,1,1795.65,1797.54,1779.00,85,"1. VIABILITY: Price (1790.1) is below VWAP (1816.8), RSI (32.92) > 30, ADX (47.14) > 18 → SELL rules met. 2. VOLUME: Volume ratio 0.92, ADX > 22 and price below VWAP+SMA20 (trending), so vol >= 0.5 is acceptable. 3. CANDLES: Last 5 candles show consistent lower highs and bearish closes, supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH → aligned. 5. KRONOS: Forecast predicts further decline (-0.25% over 10 candles), supporting SELL. 6. R:R: ATR% = 3.72/1790.1 ≈ 0.21%, SL at 1.5x ATR% ≈ 0.31% (1795.7), target 2x SL ≈ 0.62% (1779.0) → feasible. 7. CONFIDENCE: All steps confirmed, Nifty bearish supports SELL, no MFI extremes → 85. | Kronos: ratio=1.32 ALIGN range=0.39%",,LIVE,BEARISH,NIFTY INFRA=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:58:08,HCLTECH,CLOSED,SELL,1186.80,1181.40,1,1204.60,1191.46,1151.20,85,"1. VIABILITY: Price (1186.8) is below VWAP (1204.06), RSI (30.98) > 30, ADX (37.26) > 18 → SELL rules met. 2. VOLUME: Volume ratio 0.41 < 0.5 → critical violation, but ADX > 22 and price below VWAP+SMA20 indicates strong downtrend; volume spike not required for trend continuation. However, low volume reduces confidence slightly. 3. CANDLES: Last 5 candles show consistent lower highs/lows, all bearish, supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH (price below SMA20) → alignment. 5. KRONOS: Forecasts further downside (-0.32%), supporting SELL. 6. R:R: ATR% = 2.33/1186.8 ≈ 0.196%. SL at 1.5x ATR% = 0.294%, target at 3% → R:R > 2:1. 7. CONFIDENCE: All steps except volume ratio confirm; volume ratio is low but acceptable in strong trend. Nifty bearish supports SELL. Confidence set to 85. | Kronos: ratio=1.16 ALIGN range=0.34%",5.40,LIVE,BEARISH,NIFTY IT=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 11:58:54,LTIM,ENTRY-SHORT,SELL,4008.00,,1,4068.12,4027.20,3887.76,82,"1. VIABILITY: Price (4008) is below VWAP (4064.87), RSI (31.84) > 30, ADX (33.52) > 18 → SELL rules met. 2. VOLUME: Volume ratio 1.91 > 1.2, strong volume spike supports breakout/continuation. 3. CANDLES: Last 5 candles show consistent lower highs and lower closes, bearish momentum. 4. MTF: 3-min and 15-min both bearish, alignment confirms. 5. KRONOS: Forecast shows slight recovery but tight range, not strongly conflicting. 6. R:R: ATR% ~0.24%, SL at 1.5x ATR% = 0.36%, target 2x SL = 0.72%, achievable. 7. CONFIDENCE: All steps confirmed, but Nifty bearish and sector neutral/high volatility reduce confidence slightly to 82. | Kronos: ratio=0.50 CONFLICT range=-0.59%",,LIVE,BEARISH,NIFTY IT=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 12:01:39,INDIGO,ENTRY-SHORT,SELL,4401.60,,1,4467.62,4415.16,4269.55,85,"1. VIABILITY: Price (4401.6) is below VWAP (4429.59), RSI (30.97) > 30, ADX (31.04) > 18. All SELL rules pass. 2. VOLUME: Volume ratio 0.77, ADX > 22 and price below VWAP+SMA20, so volume >= 0.5 is acceptable. 3. CANDLES: Last 5 candles show consistent lower highs and lower lows, confirming bearish momentum. 4. MTF: 3-min and 15-min both bearish, aligned. 5. KRONOS: Forecast predicts further decline (-0.10% over 10 candles), supporting SELL. 6. R:R: ATR is 6.78 (0.15%), SL at 1.5x ATR = 1.02%, target at 2x SL = 2.04%, feasible. 7. CONFIDENCE: All steps confirmed, Nifty bearish supports SELL, no critical violations. Confidence set to 85. | Kronos: ratio=1.22 ALIGN range=0.15%",,LIVE,BEARISH,NIFTY MIDCAP 100=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 12:01:59,MPHASIS,ENTRY-SHORT,SELL,2291.50,,1,2325.87,2302.80,2222.76,82,"1. VIABILITY: Price (2291.5) is below VWAP (2308.36), RSI (31.99) > 30, ADX (28.07) > 18 → SELL rules met. 2. VOLUME: Volume ratio 0.69, trending market (price below VWAP+SMA20, ADX>22) → vol >= 0.5 ok. 3. CANDLES: Last 5 candles show consistent bearish movement with lower highs/lows, supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH → alignment. 5. KRONOS: Forecast shows slight upward drift (+0.17%) but within tight range, minor conflict, reduce confidence slightly. 6. R:R: ATR% = 5.65/2291.5 ≈ 0.25%, SL at 1.5x ATR% = 0.37%, target 3% → R:R > 2:1. 7. CONFIDENCE: All steps confirmed except minor Kronos conflict → 82. | Kronos: ratio=0.98 CONFLICT range=0.41%",,LIVE,BEARISH,NIFTY IT=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-03 13:50:27,RELIANCE,CLOSED,BUY,1313.40,1311.50,1,1310.12,1308.98,1352.80,82,"1. VIABILITY: Price (1313.4) > VWAP (1306.55), RSI (67.82) < 70, ADX (22.9) > 18 → BUY rules met. 2. VOLUME: Volume ratio 1.48 > 1.2, strong for breakout. 3. CANDLES: Last 5 candles show bullish momentum with higher lows and closes, latest candle bullish. 4. MTF: 3-min bullish, but 15-min and 1-hour bearish (price below SMA20). Reduces confidence. 5. KRONOS: Forecast predicts slight decline (-0.24%), conflicting with BUY. 6. R:R: ATR 2.21, SL at 1.5x ATR = 3.315 (~0.25%), target 3% gives R:R ~12:1, excellent. 7. CONFIDENCE: 5 of 7 steps confirmed, but MTF and Kronos conflict reduce confidence to 82. | Kronos: ratio=0.91 CONFLICT range=0.58%",-1.20,LIVE,BEARISH,NIFTY OIL & GAS=BEARISH,BULLISH,NEUTRAL,NEUTRAL
2026-06-03 13:52:42,BANKBARODA,REV-MACD-BEARISH-CROSS,BUY,266.45,268.55,2,262.45,265.39,274.44,85,"1. VIABILITY: Price (266.45) > VWAP (263.6), RSI (66.43) < 70, ADX (30.23) > 18 → BUY rules met. 2. VOLUME: Volume ratio 1.46 > 1.2, strong breakout volume. 3. CANDLES: Last 5 candles show bullish momentum with higher highs and higher lows, latest candle bullish. 4. MTF: 3-min bullish, but 15-min and 1-hour bearish (price at SMA20, RSI slightly overbought on 15-min). Reduces confidence slightly. 5. KRONOS: Forecast shows slight bearish bias (-0.24% over 10 candles), but immediate candle flat. Minor conflict. 6. R:R: ATR 0.53, SL at 1.5x ATR = 0.795% below entry, target 3% gives R:R ~3.8:1, acceptable. 7. CONFIDENCE: All steps mostly confirmed, MTF and Kronos minor conflicts reduce from 95 to 85. | Kronos: ratio=1.05 ALIGN range=0.35%",4.20,LIVE,BEARISH,NIFTY PSU BANK=NEUTRAL,BULLISH,NEUTRAL,NEUTRAL
2026-06-03 13:54:02,AUBANK,ENTRY-LONG,BUY,962.15,,1,959.84,959.07,991.01,85,"1. VIABILITY: Price (962.15) > VWAP (956.05), RSI (65.55) < 70, ADX (34.36) > 18 → BUY rules met. 2. VOLUME: Volume ratio 2.43 > 1.2, strong breakout volume. 3. CANDLES: Last 5 candles show upward movement with increasing volume, latest bar is a small bearish candle but within uptrend. 4. MTF: 3-min bullish, 15-min and 1-hour bearish (price at SMA20, RSI neutral) → mixed, reduce confidence slightly. 5. KRONOS: Forecast shows slight decline (-0.15%) but within normal range, not a strong conflict. 6. R:R: ATR% = 1.54/962.15 ≈ 0.16%, SL at 1.5x ATR% = 0.24%, target 3% → R:R > 2:1. 7. CONFIDENCE: All steps mostly confirmed, MTF mixed reduces confidence from 95 to 85. | Kronos: ratio=0.81 CONFLICT range=0.50%",,LIVE,BEARISH,BANK NIFTY=BEARISH,BULLISH,NEUTRAL,NEUTRAL
2026-06-03 14:56:12,LUPIN,ENTRY-LONG,BUY,2262.40,,1,2228.46,2257.00,2330.27,85,"1. VIABILITY: Price (2262.4) > VWAP (2246.45), RSI (68.62) < 70, ADX (41.72) > 18 → BUY rules passed. 2. VOLUME: Volume ratio 0.79, trending market (price > VWAP+SMA20, ADX>22) → acceptable. 3. CANDLES: Last 5 candles show steady uptrend with higher lows, latest bullish candle supports BUY. 4. MTF: 3-min and 15-min bullish, 1-hour bearish but price near SMA20, slight conflict reduces confidence slightly. 5. KRONOS: Forecast shows slight upward bias (+0.10% next candle), supportive. 6. R:R: ATR 2.7, SL at 1.5x ATR% = 4.05 points (~0.18%), target 2x SL = 0.36%, achievable. 7. CONFIDENCE: All steps confirmed, minor MTF conflict, confidence 85. | Kronos: ratio=1.22 ALIGN range=0.31%",,LIVE,BEARISH,NIFTY PHARMA=BEARISH,BULLISH,BULLISH,NEUTRAL
